qseqid,taxon_name,pident,db,sample_id,count
1_2112_6143_15223_lib_TGACAT_tag_ACGTAT,Glebocarcinus oregonensis;Cancer jordani;Cancer oregonensis,97.125,genbank,ML0624,1
1_2113_18509_14876_lib_TGACAT_tag_ACGTAT,,,,ML0624,3
1_2113_19311_20202_lib_ACATCG_tag_ACAGTC,,,,ML0624,1
1_2113_19465_18463_lib_TGACAT_tag_ACGTAT,Pseudocalanus moultoni,98.524,genbank,ML0624,1
1_2113_21166_7579_lib_GATCTG_tag_ACGTAT,NA,98.722,local,ML0624,10
1_2113_22968_15372_lib_GGAACT_tag_ACGTAT,Eupolymnia heterobranchia,99.681,genbank,ML0624,1
1_2113_23011_3893_lib_TGACAT_tag_ATCGAC,,,,ML0624,4
1_2113_6885_23332_lib_TGACAT_tag_ACGTAT,Solidobalanus_engbergi,98.718,local,ML0624,1
1_2114_10171_21972_lib_GATCTG_tag_ACAGTC,,,,ML0624,1
1_2114_11476_7911_lib_ACATCG_tag_ACTAGC,NA,100,local,ML0624,23
1_2114_20961_11213_lib_TGACAT_tag_ATCGAC,,,,ML0624,1
1_2114_24039_4600_lib_TGACAT_tag_ACGTAT,,,,ML0624,2
1_2114_24178_13913_lib_TGACAT_tag_ACGTAT,Pseudocalanus moultoni,97.407,genbank,ML0624,2
1_2114_6061_21043_lib_TGACAT_tag_ACGTAT,Metacarcinus magister,100,genbank,ML0624,2
1_2114_7249_11885_lib_TGACAT_tag_ACAGTC,,,,ML0624,1
1_2114_8210_11715_lib_TGACAT_tag_ACAGTC,Scoloplos_acmeceps,100,local,ML0624,2
1_2115_10230_14791_lib_TGACAT_tag_ACAGTC,,,,ML0624,1
1_2115_10369_6151_lib_TGACAT_tag_ACGTAT,NA,97.756,local,ML0624,4
1_2115_16919_7549_lib_ACATCG_tag_ACAGTC,Metridium senile,100,genbank,ML0624,12
1_2115_19864_9507_lib_ACATCG_tag_AGACGC,Thalassionema nitzschioides,99.681,genbank,ML0624,13
1_2115_21211_7070_lib_ACATCG_tag_ACAGTC,,,,ML0624,1
1_2115_21992_20354_lib_ACATCG_tag_AGTCAT,,,,ML0624,1
1_2115_28262_11589_lib_ATTGGC_tag_ATAGCA,Mopalia swanii,100,genbank,ML0624,1
1_2115_7404_14717_lib_TGACAT_tag_ACGTAT,,,,ML0624,2
1_2115_8865_17537_lib_TGACAT_tag_ACGTAT,,,,ML0624,2
1_2116_18455_14617_lib_TGACAT_tag_ACGTAT,,,,ML0624,2
1_2116_22485_7570_lib_GGACGG_tag_ACGTAT,,,,ML0624,41
1_2116_23264_12896_lib_TGACAT_tag_ACGTAT,,,,ML0624,2
1_2116_5568_14871_lib_TGACAT_tag_ACGTAT,Gattyana ciliata,99.653,genbank,ML0624,3
1_2116_6451_9657_lib_TGACAT_tag_ACGTAT,,,,ML0624,2
1_2116_7638_12235_lib_TGACAT_tag_ACGTAT,Eunoe sp. BOLD:AAG5099,97.764,genbank,ML0624,2
1_2117_10192_13161_lib_TGACAT_tag_ACGTAT,,,,ML0624,15
1_2117_10516_19209_lib_TGACAT_tag_ACGTAT,,,,ML0624,3
1_2117_11693_20188_lib_TGACAT_tag_ACGTAT,,,,ML0624,4
1_2117_13819_11048_lib_TGACAT_tag_ACGTAT,,,,ML0624,4
1_2117_14008_15474_lib_ACATCG_tag_ACTAGC,NA,99.361,local,ML0624,45
1_2117_19883_5553_lib_TGACAT_tag_ACAGTC,Bylgides macrolepidus,100,genbank,ML0624,3
1_2117_20536_4943_lib_TTGACT_tag_ATCGAC,,,,ML0624,1
1_2117_27600_18070_lib_ATTGGC_tag_ACGTAT,,,,ML0624,1
1_2117_4334_17724_lib_GATCTG_tag_ATCGAC,Laonice cirrata CMC01,100,genbank,ML0624,9
1_2117_4398_12755_lib_TGACAT_tag_ACGTAT,Semibalanus cariosus,100,genbank,ML0624,1
1_2117_7108_19351_lib_CACTGT_tag_AGACGC,Mopalia sinuata,100,genbank,ML0624,1
1_2117_9866_14540_lib_ACATCG_tag_AGCTAG,Skeletonema japonicum,100,genbank,ML0624,58
1_2118_20123_12405_lib_TGACAT_tag_ACGTAT,Pseudocalanus moultoni,98.889,genbank,ML0624,1
1_2118_25443_18310_lib_GATCTG_tag_AGTCAT,Calanus pacificus,97.087,genbank,ML0624,1
1_2118_4345_10186_lib_GATCTG_tag_AGTCAT,Paracalanus sp. C AC-2013,99.679,genbank,ML0624,1
1_2118_5133_12060_lib_ATTGGC_tag_AGACGC,NA,98.947,local,ML0624,1
1_2118_6784_11866_lib_TGACAT_tag_ACAGTC,,,,ML0624,88
1_2119_10104_15873_lib_ATTGGC_tag_ATAGCA,,,,ML0624,2
1_2119_11821_7324_lib_TGACAT_tag_ACGTAT,,,,ML0624,2
1_2119_13408_14232_lib_ATTGGC_tag_ACTAGC,,,,ML0624,1
1_2119_20893_10742_lib_TGACAT_tag_ACAGTC,Nemertea,99.676,local,ML0624,3
1_2119_25677_14695_lib_TGACAT_tag_ACGTAT,,,,ML0624,1
1_2119_4165_13803_lib_TGACAT_tag_ACGTAT,,,,ML0624,5
1_2119_6717_13344_lib_GATCTG_tag_ATCGAC,,,,ML0624,1
1_1101_10081_21342_lib_ACATCG_tag_ACAGTC,NA;NA,100,local,ML0615,2
1_1101_10106_5805_lib_ACATCG_tag_ACGTAT,Euryte_sp._1,97.764,local,ML0615,77
1_1101_10134_17710_lib_ACATCG_tag_AGTCAT,,,,ML0615,98
1_1101_10145_6361_lib_ACATCG_tag_ACAGTC,Nemertea;NA,100,local,ML0615,1469
1_1101_10182_17631_lib_ACATCG_tag_ACGTAT,,,,ML0615,52
1_1101_10191_14200_lib_ACATCG_tag_ACGTAT,,,,ML0615,1
1_1101_10192_15752_lib_ACATCG_tag_AGTCAT,,,,ML0615,37
1_1101_10642_11080_lib_GGACGG_tag_AGTCAT,Lacuna_variegata,99.038,local,ML0615,1
1_1101_11175_17001_lib_ACATCG_tag_AGTCAT,,,,ML0615,177
1_1101_11478_15398_lib_ATTGGC_tag_AGCTAG,,,,ML0615,19
1_1101_11539_23135_lib_ACATCG_tag_AGTCAT,NA,99.681,local,ML0615,11
1_1101_11778_24569_lib_ACATCG_tag_AGACGC,,,,ML0615,4
1_1101_12005_23071_lib_ACATCG_tag_ACGTAT,,,,ML0615,1561
1_1101_12053_1788_lib_ATTGGC_tag_AGTCAT,,,,ML0615,1442
1_1101_12080_23143_lib_ACATCG_tag_AGACGC,,,,ML0615,82
1_1101_12165_24579_lib_ACATCG_tag_ACGTAT,Euryte_sp._1,98.403,local,ML0615,10
1_1101_12277_21932_lib_ACATCG_tag_ACGTAT,,,,ML0615,1
1_1101_13194_24754_lib_ATTGGC_tag_AGACGC,,,,ML0615,1
1_1101_13431_22878_lib_TACAAG_tag_AGTCAT,,,,ML0615,6
1_1101_13600_3896_lib_ATTGGC_tag_AGCTAG,,,,ML0615,55
1_1101_13686_14491_lib_ACATCG_tag_ACGTAT,Euryte_sp._1,98.403,local,ML0615,8
1_1101_14281_6078_lib_ACATCG_tag_ACAGTC,NA,98.077,local,ML0615,1
1_1101_14429_13782_lib_ACATCG_tag_ACAGTC,Nemertea,98.083,local,ML0615,6
1_1101_14581_1725_lib_ACATCG_tag_ACGTAT,,,,ML0615,25
1_1101_14671_18103_lib_TGACAT_tag_ACTAGC,,,,ML0615,163
1_1101_14910_15997_lib_ACATCG_tag_ACGTAT,,,,ML0615,32
1_1101_15004_4341_lib_ACATCG_tag_AGTCAT,Lacuna_vincta,100,local,ML0615,3340
1_1101_15220_10323_lib_ACATCG_tag_ACGTAT,,,,ML0615,15
1_1101_15358_17080_lib_ACATCG_tag_AGTCAT,,,,ML0615,14
1_1101_15705_13795_lib_ACATCG_tag_ACGTAT,Amonardia_perturbata,100,local,ML0615,923
1_1101_15778_8649_lib_ACATCG_tag_ATGTCG,,,,ML0615,1644
1_1101_15848_8918_lib_ACATCG_tag_AGTCAT,,,,ML0615,22
1_1101_15996_13380_lib_ACATCG_tag_ATGTCG,,,,ML0615,1
1_1101_16392_17925_lib_ACATCG_tag_ACGTAT,,,,ML0615,89
1_1101_16449_10021_lib_ACATCG_tag_AGTCAT,,,,ML0615,1
1_1101_16504_22322_lib_ACATCG_tag_ATCGAC,,,,ML0615,1
1_1101_16813_13687_lib_ACATCG_tag_AGTCAT,NA,100,local,ML0615,16
1_1101_17327_3809_lib_ATTGGC_tag_AGCTAG,,,,ML0615,1
1_1101_17421_12182_lib_ATTGGC_tag_ACAGTC,Membranipora membranacea;Membranipora serrilamella,100,genbank,ML0615,3
1_1101_17596_1695_lib_ACATCG_tag_ACGTAT,,,,ML0615,5
1_1101_18041_11440_lib_ACATCG_tag_ACGTAT,,,,ML0615,40
1_1101_18315_9831_lib_ACATCG_tag_AGTCAT,Ectinosoma_melaniceps,99.681,local,ML0615,342
1_1101_18832_24604_lib_ACATCG_tag_AGTCAT,Lacuna_vincta,99.678,local,ML0615,509
1_1101_19677_23226_lib_ACATCG_tag_ACGTAT,,,,ML0615,5
1_1101_19762_18815_lib_ACATCG_tag_ACGTAT,,,,ML0615,1
1_1101_20023_17098_lib_ACATCG_tag_ACGTAT,,,,ML0615,20
1_1101_20537_6748_lib_ACATCG_tag_AGACGC,Mytilus trossulus,100,genbank,ML0615,197
1_1101_20605_2529_lib_ACATCG_tag_ACGTAT,,,,ML0615,226
1_1101_2067_12633_lib_ACATCG_tag_ACGTAT,,,,ML0615,12
1_1101_20855_4073_lib_ACATCG_tag_ACAGTC,NA,97.764,local,ML0615,2
1_1101_21365_4866_lib_ATTGGC_tag_ATGTCG,,,,ML0615,1
1_1101_21407_23196_lib_GGAACT_tag_ACAGTC,,,,ML0615,1
1_1101_21503_20695_lib_ACATCG_tag_ACGTAT,,,,ML0615,1
1_1101_21772_13771_lib_ATTGGC_tag_AGACGC,,,,ML0615,1
1_1101_22368_13985_lib_ACATCG_tag_ACAGTC,Ditylum brightwellii,100,genbank,ML0615,17
1_1101_22831_18209_lib_ACATCG_tag_ACGTAT,,,,ML0615,80
1_1101_23282_5483_lib_ACATCG_tag_AGCTAG,,,,ML0615,1
1_1101_23355_22170_lib_ACATCG_tag_AGTCAT,,,,ML0615,1
1_1101_23416_1913_lib_ACATCG_tag_AGACGC,Paradactylopodia_sp._1,100,local,ML0615,185
1_1101_23555_23637_lib_ACATCG_tag_ATGTCG,,,,ML0615,13
1_1101_24816_12383_lib_ACATCG_tag_AGTCAT,,,,ML0615,116
1_1101_2570_12093_lib_ACATCG_tag_AGTCAT,NA,100,local,ML0615,225
1_1101_26323_16826_lib_ACATCG_tag_AGTCAT,,,,ML0615,279
1_1101_2706_11084_lib_ACATCG_tag_AGTGTA,,,,ML0615,13
1_1101_27292_13371_lib_TGACAT_tag_ACTAGC,Ectinosoma_melaniceps,98.403,local,ML0615,29
1_1101_4698_19482_lib_ACATCG_tag_AGACGC,NA,100,local,ML0615,317
1_1101_5385_15170_lib_TGACAT_tag_ACTAGC,,,,ML0615,34
1_1101_6321_13509_lib_TGACAT_tag_ACTAGC,,,,ML0615,70
1_1101_7099_4198_lib_ACATCG_tag_ACGTAT,,,,ML0615,9
1_1101_7427_14146_lib_ATTGGC_tag_AGACGC,,,,ML0615,1
1_1101_9208_12005_lib_GGAACT_tag_AGTGTA,,,,ML0615,2
1_1101_9637_13238_lib_TGACAT_tag_ACTAGC,NA,98.951,local,ML0615,37
1_1102_10621_19440_lib_GATCTG_tag_ACGTAT,,,,ML0615,1
1_1102_10676_10543_lib_ATTGGC_tag_AGTCAT,,,,ML0615,439
1_1102_11347_13549_lib_ACATCG_tag_ACGTAT,,,,ML0615,9
1_1102_12980_3776_lib_ACATCG_tag_ACAGTC,NA,97.444,local,ML0615,5
1_1102_13494_17296_lib_ATTGGC_tag_AGTCAT,,,,ML0615,19
1_1102_14024_6042_lib_ACATCG_tag_AGTCAT,,,,ML0615,47
1_1102_14034_4785_lib_ACATCG_tag_ACTAGC,,,,ML0615,45
1_1102_14569_25213_lib_ACATCG_tag_AGTCAT,,,,ML0615,62
1_1102_15582_10544_lib_ATTGGC_tag_ACGTAT,,,,ML0615,6
1_1102_16006_10520_lib_TGACAT_tag_ACTAGC,,,,ML0615,29
1_1102_16417_18984_lib_ACATCG_tag_ACGTAT,,,,ML0615,1
1_1102_16710_4423_lib_ACATCG_tag_AGTCAT,Amphiascoides_sp._1,100,local,ML0615,5
1_1102_16731_11886_lib_ACATCG_tag_AGTCAT,,,,ML0615,8
1_1102_16921_4999_lib_ACATCG_tag_AGTCAT,,,,ML0615,59
1_1102_18533_18795_lib_TGACAT_tag_ACTAGC,,,,ML0615,6
1_1102_20126_14019_lib_ACATCG_tag_AGTCAT,,,,ML0615,1
1_1102_20348_3748_lib_GGAACT_tag_ACGTAT,,,,ML0615,6
1_1102_22553_16589_lib_ACATCG_tag_AGTCAT,,,,ML0615,2
1_1102_23195_4087_lib_ACATCG_tag_ACGTAT,,,,ML0615,431
1_1102_23993_10662_lib_ACATCG_tag_ACGTAT,,,,ML0615,243
1_1102_24250_7864_lib_ACATCG_tag_AGACGC,,,,ML0615,6
1_1102_24805_5402_lib_ACATCG_tag_ACAGTC,,,,ML0615,6
1_1102_25929_15627_lib_ACATCG_tag_ACGTAT,Amphiascopsis_cinctus,99.361,local,ML0615,21
1_1102_26239_8536_lib_TGACAT_tag_ACTAGC,Lacuna_vincta,99.042,local,ML0615,41
1_1102_26253_14615_lib_TGACAT_tag_ACTAGC,,,,ML0615,2
1_1102_26610_21176_lib_TGACAT_tag_ACTAGC,,,,ML0615,2
1_1102_27728_18555_lib_ACATCG_tag_AGTCAT,,,,ML0615,11
1_1102_3604_18013_lib_ACATCG_tag_ACGTAT,,,,ML0615,2
1_1102_3630_10360_lib_ACATCG_tag_AGTCAT,,,,ML0615,1
1_1102_4876_8553_lib_ACATCG_tag_ACGTAT,Polyneura latissima,100,genbank,ML0615,48
1_1102_5644_11777_lib_ACATCG_tag_ACGTAT,Dactylopusia_sp._2,99.035,local,ML0615,24
1_1102_7077_7532_lib_ACATCG_tag_ACGTAT,,,,ML0615,1
1_1102_7203_4796_lib_ACATCG_tag_AGACGC,,,,ML0615,1
1_1102_7586_8117_lib_ACATCG_tag_ACGTAT,,,,ML0615,26
1_1102_8411_1901_lib_ACATCG_tag_ACGTAT,,,,ML0615,35
1_1103_10453_8103_lib_GATCTG_tag_AGCTAG,,,,ML0615,2
1_1103_10813_10956_lib_ATTGGC_tag_AGTCAT,,,,ML0615,6
1_1103_11486_12032_lib_TGACAT_tag_ACTAGC,,,,ML0615,17
1_1103_12073_7258_lib_ACATCG_tag_AGACGC,NA,98.083,local,ML0615,1787
1_1103_12519_3908_lib_CACTGT_tag_AGTGTA,,,,ML0615,24
1_1103_13306_8854_lib_GATCTG_tag_ACTAGC,Citharichthys stigmaeus,99.681,genbank,ML0615,1
1_1103_13470_3565_lib_ACATCG_tag_ACGTAT,,,,ML0615,69
1_1103_15441_19343_lib_ACATCG_tag_ATCGAC,,,,ML0615,1
1_1103_15837_2226_lib_ACATCG_tag_ACGTAT,Tisbe_sp._5,100,local,ML0615,923
1_1103_17504_14586_lib_TGACAT_tag_ACTAGC,,,,ML0615,13
1_1103_17902_4176_lib_ATTGGC_tag_AGACGC,,,,ML0615,166
1_1103_18255_1619_lib_ACATCG_tag_ACTAGC,NA,99.361,local,ML0615,145
1_1103_18486_2202_lib_ACATCG_tag_AGTCAT,Membranipora membranacea,100,genbank,ML0615,97
1_1103_20768_18695_lib_ACATCG_tag_AGCTAG,,,,ML0615,3462
1_1103_20973_8076_lib_TGACAT_tag_ACTAGC,,,,ML0615,3
1_1103_21770_12926_lib_TGACAT_tag_ACTAGC,,,,ML0615,2
1_1103_22333_22722_lib_ACATCG_tag_AGTCAT,,,,ML0615,244
1_1103_24070_9647_lib_ACATCG_tag_AGCTAG,,,,ML0615,1
1_1103_24435_17394_lib_ACATCG_tag_ATAGCA,Membranipora membranacea,100,genbank,ML0615,6
1_1103_24686_13912_lib_TGACAT_tag_ACTAGC,,,,ML0615,12
1_1103_26385_8169_lib_TGACAT_tag_ACTAGC,,,,ML0615,9
1_1103_27238_6845_lib_ACATCG_tag_ACAGTC,,,,ML0615,102
1_1103_27851_16955_lib_ATTGGC_tag_AGACGC,,,,ML0615,1
1_1103_3883_8762_lib_ACATCG_tag_AGTGTA,,,,ML0615,1
1_1103_6661_4981_lib_TGACAT_tag_ACTAGC,,,,ML0615,48
1_1103_8825_16790_lib_ACATCG_tag_ACGTAT,,,,ML0615,148
1_1103_9097_14924_lib_ACATCG_tag_ACGTAT,uncultured Jiaozhou Bay zooplankton;Clytia hemisphaerica;Clytia xiamenensis;Clytia gracilis,100,genbank,ML0615,112
1_1103_9999_16278_lib_GGAACT_tag_ACGTAT,,,,ML0615,1
1_1104_11639_2317_lib_ATTGGC_tag_AGCTAG,,,,ML0615,1
1_1104_12804_9350_lib_ACATCG_tag_ACAGTC,Amonardia_normani,100,local,ML0615,987
1_1104_12807_16145_lib_ATTGGC_tag_AGACGC,,,,ML0615,225
1_1104_13166_19453_lib_ATTGGC_tag_AGCTAG,,,,ML0615,1
1_1104_14655_9821_lib_ACATCG_tag_AGTCAT,,,,ML0615,56
1_1104_15036_10716_lib_TGACAT_tag_ACTAGC,Dactylopusia_sp._2,99.042,local,ML0615,19
1_1104_16489_11284_lib_GGAACT_tag_ACGTAT,Callophyllis radula;Callophyllis sp. 1radula,99.681,genbank,ML0615,76
1_1104_16710_6725_lib_TGACAT_tag_ACTAGC,,,,ML0615,9
1_1104_18512_4802_lib_ATTGGC_tag_AGACGC,,,,ML0615,8
1_1104_18600_19705_lib_TGACAT_tag_ACTAGC,,,,ML0615,34
1_1104_18832_10553_lib_ACATCG_tag_ACGTAT,NA,99.681,local,ML0615,1
1_1104_19694_19252_lib_ACATCG_tag_ACTAGC,Attheya longicornis,98.697,genbank,ML0615,5
1_1104_19862_18654_lib_ACATCG_tag_AGTCAT,Ectinosoma_melaniceps,98.718,local,ML0615,58
1_1104_21411_5776_lib_ACATCG_tag_AGTCAT,,,,ML0615,21
1_1104_23212_11101_lib_ATTGGC_tag_AGACGC,,,,ML0615,2
1_1104_23539_15427_lib_ATTGGC_tag_ACTAGC,Eupolymnia heterobranchia,100,genbank,ML0615,1
1_1104_24334_6182_lib_ATTGGC_tag_AGCTAG,,,,ML0615,1
1_1104_27110_12918_lib_GGAACT_tag_ACGTAT,Amphissa columbiana,99.624,genbank,ML0615,80
1_1104_5134_17089_lib_CACTGT_tag_ACAGTC,,,,ML0615,2
1_1104_6331_16559_lib_ACATCG_tag_ACAGTC,,,,ML0615,62
1_1104_7189_14516_lib_GGACGG_tag_AGTCAT,,,,ML0615,3
1_1104_8598_7253_lib_ACATCG_tag_ACAGTC,,,,ML0615,46
1_1104_8949_22635_lib_TGACAT_tag_ACTAGC,,,,ML0615,4
1_1105_10128_10703_lib_ATTGGC_tag_AGCTAG,Tisbe_sp._3,99.357,local,ML0615,3
1_1105_20728_24384_lib_CACTGT_tag_ACAGTC,,,,ML0615,2
1_1105_22343_15650_lib_ACATCG_tag_ACGTAT,,,,ML0615,51
1_1105_23547_20215_lib_ATTGGC_tag_AGACGC,,,,ML0615,2
1_1105_24024_17784_lib_ATTGGC_tag_AGTGTA,NA,97.444,local,ML0615,7
1_1105_28781_8983_lib_ATTGGC_tag_AGTGTA,,,,ML0615,1
1_1106_11369_22716_lib_GGAACT_tag_ACAGTC,Mesochra_sp._1,98.969,local,ML0615,1
1_1106_11837_20850_lib_TGACAT_tag_ACTAGC,,,,ML0615,2
1_1106_12356_9235_lib_TGACAT_tag_ACTAGC,,,,ML0615,49
1_1106_12840_6157_lib_ACATCG_tag_ACAGTC,Paleanotus_bellis,100,local,ML0615,53
1_1106_14000_13167_lib_ACATCG_tag_ACGTAT,,,,ML0615,1
1_1106_14144_6292_lib_ACATCG_tag_ACGTAT,,,,ML0615,4
1_1106_14179_14053_lib_ATTGGC_tag_AGTCAT,,,,ML0615,7
1_1106_14953_4676_lib_ACATCG_tag_ACAGTC,,,,ML0615,1
1_1106_15181_8916_lib_ATTGGC_tag_AGACGC,,,,ML0615,3
1_1106_16937_15920_lib_ACATCG_tag_AGACGC,Styela_gibbsi,100,local,ML0615,46
1_1106_17851_21103_lib_ACATCG_tag_ACAGTC,Parapleustinae_sp._1,100,local,ML0615,4
1_1106_17878_11150_lib_TGACAT_tag_ACTAGC,,,,ML0615,10
1_1106_22942_11891_lib_GGAACT_tag_ACGTAT,,,,ML0615,1
1_1106_22995_9763_lib_TGACAT_tag_ACTAGC,,,,ML0615,2
1_1106_23523_7133_lib_TGACAT_tag_ACTAGC,,,,ML0615,3
1_1106_2613_8509_lib_ATTGGC_tag_AGTCAT,,,,ML0615,27
1_1106_26507_4969_lib_ATTGGC_tag_AGACGC,,,,ML0615,1
1_1106_27144_13593_lib_ACATCG_tag_AGACGC,,,,ML0615,1
1_1106_29042_14149_lib_ACATCG_tag_AGTCAT,,,,ML0615,54
1_1106_4354_20222_lib_ATTGGC_tag_AGACGC,,,,ML0615,79
1_1106_5737_16303_lib_ATTGGC_tag_AGACGC,,,,ML0615,1
1_1106_6898_19685_lib_ACATCG_tag_AGTCAT,,,,ML0615,5
1_1106_8007_9813_lib_ACATCG_tag_ATGTCG,,,,ML0615,2
1_1106_9362_20280_lib_ACATCG_tag_ACAGTC,,,,ML0615,43
1_1107_10945_3633_lib_CACTGT_tag_ACAGTC,,,,ML0615,2
1_1107_11363_20579_lib_GGAACT_tag_AGACGC,,,,ML0615,1
1_1107_12329_7378_lib_ACATCG_tag_AGACGC,Poecilostomatoida_sp._1,100,local,ML0615,72
1_1107_13796_14532_lib_TGACAT_tag_ACTAGC,,,,ML0615,2
1_1107_16817_12089_lib_GGAACT_tag_AGTGTA,,,,ML0615,2
1_1107_19522_7090_lib_TGACAT_tag_ACTAGC,,,,ML0615,4
1_1107_19683_21659_lib_ACATCG_tag_ACGTAT,,,,ML0615,6
1_1107_20114_16835_lib_ACATCG_tag_AGTCAT,,,,ML0615,5
1_1107_24099_7895_lib_TGACAT_tag_ACTAGC,,,,ML0615,77
1_1107_27422_17854_lib_TACAAG_tag_AGACGC,,,,ML0615,1
1_1107_4533_7614_lib_ACATCG_tag_ACGTAT,Dactylopusia_sp._2,100,local,ML0615,536
1_1107_6347_9140_lib_ACATCG_tag_ATCGAC,,,,ML0615,1
1_1107_8430_7469_lib_ACATCG_tag_AGTGTA,Tisbe_sp._1,99.681,local,ML0615,1
1_1107_8445_17664_lib_ACATCG_tag_ACGTAT,,,,ML0615,4
1_1107_8911_10189_lib_ACATCG_tag_AGTCAT,Paralaophonte_sp._2,99.679,local,ML0615,2
1_1108_12818_9358_lib_TGACAT_tag_ACTAGC,,,,ML0615,2
1_1108_13185_6427_lib_ACATCG_tag_ACGTAT,,,,ML0615,21
1_1108_14489_14184_lib_ATTGGC_tag_AGTCAT,,,,ML0615,1555
1_1108_15401_11616_lib_CACTGT_tag_ACTAGC,,,,ML0615,54
1_1108_15988_11990_lib_ACATCG_tag_AGACGC,Diarthrodes_sp._1,98.722,local,ML0615,16
1_1108_16582_6362_lib_ACATCG_tag_ACGTAT,Tisbe_sp._3,100,local,ML0615,1330
1_1108_17395_1558_lib_ACATCG_tag_AGACGC,NA,97.444,local,ML0615,77
1_1108_18096_11526_lib_GGAACT_tag_ACGTAT,,,,ML0615,3
1_1108_18820_14801_lib_ACATCG_tag_AGTCAT,,,,ML0615,1
1_1108_19332_7645_lib_TGACAT_tag_ACTAGC,,,,ML0615,4
1_1108_19375_15466_lib_ACATCG_tag_ACGTAT,,,,ML0615,26
1_1108_20330_21852_lib_ACATCG_tag_ATAGCA,,,,ML0615,33
1_1108_20778_8556_lib_ATTGGC_tag_ACTAGC,,,,ML0615,1
1_1108_20845_4604_lib_ACATCG_tag_ATCGAC,,,,ML0615,11
1_1108_20945_9427_lib_ACATCG_tag_ACGTAT,NA,98.718,local,ML0615,10
1_1108_21579_23051_lib_ACATCG_tag_ACGTAT,,,,ML0615,958
1_1108_25647_10981_lib_ACATCG_tag_AGTCAT,Polysiphonia sp. 2paniculata,99.042,genbank,ML0615,1
1_1108_26715_20961_lib_ATTGGC_tag_AGCTAG,Tisbe_sp._3,99.038,local,ML0615,1
1_1108_8971_5557_lib_ACATCG_tag_ACGTAT,,,,ML0615,154
1_1109_11277_5125_lib_TGACAT_tag_ACTAGC,,,,ML0615,1
1_1109_12118_2317_lib_ACATCG_tag_ACGTAT,Euryte_sp._1,98.403,local,ML0615,1
1_1109_14490_17042_lib_ACATCG_tag_ACGTAT,,,,ML0615,3
1_1109_16770_24668_lib_ACATCG_tag_AGCTAG,,,,ML0615,1
1_1109_17624_24127_lib_GGAACT_tag_ACAGTC,,,,ML0615,4
1_1109_18685_2694_lib_ACATCG_tag_AGCTAG,,,,ML0615,7
1_1109_20314_23294_lib_GATCTG_tag_ATCGAC,Margarites_pupillus,99.639,local,ML0615,469
1_1109_21243_22313_lib_CACTGT_tag_ACTAGC,,,,ML0615,2
1_1109_24269_22590_lib_CACTGT_tag_AGCTAG,,,,ML0615,1
1_1109_25750_10190_lib_ATTGGC_tag_AGCTAG,,,,ML0615,1
1_1109_4856_17709_lib_GGAACT_tag_ACGTAT,,,,ML0615,151
1_1109_8543_11280_lib_ACATCG_tag_ATCGAC,Chone_magna,99.681,local,ML0615,3
1_1109_8817_21674_lib_ATTGGC_tag_AGACGC,,,,ML0615,1
1_1109_8944_14286_lib_GGAACT_tag_ACGTAT,,,,ML0615,18
1_1110_15500_8217_lib_GGAACT_tag_AGTGTA,Halichondria panicea,98.083,genbank,ML0615,3
1_1110_15651_20758_lib_ATTGGC_tag_AGCTAG,Rhodochorton sp. 2BC;Rhodochorton sp. GWS-2015a,100,genbank,ML0615,30
1_1110_16191_11074_lib_ACATCG_tag_ACTAGC,,,,ML0615,46
1_1110_16344_23230_lib_GGAACT_tag_ACAGTC,,,,ML0615,27
1_1110_17512_11271_lib_ACATCG_tag_ACGTAT,,,,ML0615,1
1_1110_20672_9211_lib_ACATCG_tag_ATCGAC,,,,ML0615,7
1_1110_22640_16255_lib_TACAAG_tag_AGTCAT,,,,ML0615,3
1_1110_3240_7158_lib_ACATCG_tag_ACGTAT,,,,ML0615,1
1_1110_5629_10798_lib_ACATCG_tag_AGTCAT,,,,ML0615,43
1_1110_8301_11423_lib_ACATCG_tag_ACAGTC,,,,ML0615,3
1_1111_10944_6007_lib_ACATCG_tag_ACTAGC,,,,ML0615,13
1_1111_11123_16736_lib_ACATCG_tag_ATGTCG,,,,ML0615,3
1_1111_11767_4066_lib_ACATCG_tag_ACGTAT,,,,ML0615,1
1_1111_12300_12561_lib_GGAACT_tag_ACGTAT,,,,ML0615,175
1_1111_17154_6222_lib_ATTGGC_tag_AGACGC,NA,98.071,local,ML0615,1
1_1111_17239_23830_lib_TGACAT_tag_AGTGTA,,,,ML0615,4
1_1111_17462_7131_lib_TGACAT_tag_ACTAGC,,,,ML0615,8
1_1111_19841_11931_lib_TGACAT_tag_ACTAGC,,,,ML0615,1
1_1111_19937_9158_lib_ACATCG_tag_AGTCAT,,,,ML0615,10
1_1111_21044_23638_lib_TGACAT_tag_ACTAGC,Amonardia_normani,98.722,local,ML0615,2
1_1111_22450_9813_lib_ACATCG_tag_ATCGAC,,,,ML0615,3
1_1111_4762_14975_lib_ACATCG_tag_ACTAGC,Schizobranchia_insignis,100,local,ML0615,601
1_1111_5612_13312_lib_ACATCG_tag_AGTCAT,,,,ML0615,56
1_1111_8251_18050_lib_TGACAT_tag_ACTAGC,,,,ML0615,1
1_1112_11440_15177_lib_ACATCG_tag_AGCTAG,,,,ML0615,1
1_1112_13673_21988_lib_ACATCG_tag_AGACGC,,,,ML0615,1
